Pathway	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_10_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_11_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_12_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_15_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_16_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_17_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_18_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_19_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_20_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_22_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_25_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_26_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_28_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_29_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_4_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_5_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_7_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_8.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_8_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_9_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_10_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_11_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_12_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_13_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_14_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_15_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_17_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_18_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_19_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_1_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_24_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_25_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_26_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_27_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_29_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_30_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_33_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_34_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_35_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_36_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_37_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_38_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_39_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_40_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_44_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_45_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_47.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_47_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_48_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_49.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_49_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_5_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_8_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_9_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_10.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_10_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_1_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_2.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_3_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_4_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_5_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_6_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_7_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_8_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_9_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_11_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_12_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_14_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_1_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_3_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_4_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_5_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_7_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_8_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_9_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS12_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS12_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS14_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS14_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS1_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS1_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS5_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS5_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS8_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS8_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS12_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS12_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS14_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS14_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS1_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS1_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS5_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS5_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS8_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS8_B_Abundance
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Shigella.s__Shigella_sonnei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Streptococcus.s__Streptococcus_thermophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77E-06	0	0	0	3.11E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43E-06	1.77E-06	0	0	0	1.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Subdoligranulum.s__Subdoligranulum_sp_4_3_54A2FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16E-05	0	9.95E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Sutterella.s__Sutterella_wadsworthensis	9.72E-05	0	0	0	1.17E-05	0	0	0	2.86E-05	0	0	0	0	0	2.57E-06	1.02E-05	0	0	0	0	0	0	0	0	0	0	3.96E-05	0	0	0	0	0	0	0	0	0	0	0	2.44E-06	0	0	1.89E-06	0	0	0	0	0	0	0	0	0	0	0	6.33E-07	0	0	1.39E-06	0	0	0	0	0	0	0	0	0	1.06E-05	0	0	0	0	0	0	0	0	0	1.39E-06	0	3.85E-06	0	1.01E-05	1.40E-05	0	2.02E-05	0	0	2.12E-05	1.31E-05	0	0	5.01E-06	3.84E-06	2.08E-05	1.75E-05	0	0	4.94E-06	9.46E-06	1.28E-05	1.32E-05
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Treponema.s__Treponema_succinifaciens	0	0	0	0	0	0	0	6.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.16E-05	0	0	0	4.32E-06	5.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	7.13E-06	4.02E-05	0	1.01E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Veillonella.s__Veillonella_atypica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03E-06	0	0	0	0	0	0	0	0	0	2.16E-06	7.61E-07	0	0	0	0	5.33E-06
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11E-06	0	0	0	0	0	0	0	0	6.00E-06	2.91E-06	1.35E-05	1.42E-06	0	0	5.17E-06	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Weissella.s__Weissella_confusa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.20E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Weissella.s__Weissella_paramesenteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	0.000168621	0.000388757	0.000251871	0.000342348	0.000466857	7.54E-05	0.000263627	0.000256297	0.000128196	0.000275665	0.000256143	7.09E-05	0.000309152	0.000309871	0.000425764	0.000227902	0.000298024	0.000537317	0.000419026	0.000412291	0.000445998	8.00E-06	9.96E-05	0.000254565	0.000482107	0.000118757	0.000449035	0.000336815	0.000257544	0	0.00018499	0	0.000325855	0.000238082	0.000269123	0.000167808	0.000292842	9.77E-05	4.80E-05	0.000141155	0.000201824	0.000221726	0.000186083	0.000382473	0.000218511	0.000294572	0.000485935	0.000355929	0.000274296	0.000354536	0.000298774	0.000267945	0.00033448	0.000246935	0.000323772	0.000208548	0.000139083	0.000259057	0.000359561	2.21E-05	0.000156937	2.70E-05	0.000262383	0.000205172	0.000305971	0.000326826	0.000217972	0.000215557	0.000227305	0.000460942	0.000155448	0.000167777	0.000167524	0.000582313	0.000312469	0.000319162	0.000363689	0.000431055	0.000151774	0.000370051	3.12E-05	1.42E-05	2.31E-05	2.83E-05	2.52E-05	6.27E-05	4.62E-05	3.22E-05	0	5.03E-06	1.77E-05	2.26E-05	8.67E-06	2.71E-05	1.39E-05	0	7.41E-06	9.18E-06	6.00E-06	1.25E-05
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.000836961	0.000813857	0.000573445	0.00110082	0.00081573	0.000509468	0.000903107	0.000818263	0.000701559	0.000801004	0.000915748	0.000492585	0.000774885	0.000731821	0.000904949	0.000955737	0.00082309	0.000783886	0.000699153	0.000650089	0.00117794	0.000383601	0.000618081	0.000707694	0.000854541	0.000352646	0.000947667	0.000904508	0.000581686	3.21E-05	0.000710447	0	0.000648625	0.000541768	0.00059619	0.000621295	0.000869103	0.000293242	0.000857437	0.00167866	0.000655664	0.000467258	0.00107724	0.00136781	0.000526342	0.000475305	0.00065391	0.000829462	0.000768562	0.000677928	0.000605422	0.000829639	0.000618486	0.000555086	0.000780294	0.000621788	0.000494668	0.000511069	0.00066693	0.00064835	0.000494383	0.000539604	0.000798792	0.000524099	0.000810506	0.000695344	0.000879656	0.000724543	0.000536458	0.000867194	0.000888955	0.000263702	0.000312205	0.000874111	0.000762842	0.000871547	0.000766906	0.0010672	0.00098174	0.00100903	0.000391584	0.000400219	0.00027734	0.00024073	0.000744069	0.00049275	0.000389057	0.000380394	0.000584059	0.000449812	0.000377078	0.000332122	0.000274683	0.000235231	0.00028375	0.000204275	0.000252474	0.000259992	0.000325332	0.00031563
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_finegoldii	0	0	0	4.22E-06	0	3.24E-06	0	0	0	0	0	0	0	0	3.28E-05	0	0	0	0	0	0	2.16E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76E-07	0	0	0	0	0	4.00E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	5.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_onderdonkii	0	1.65E-06	0	0	0	0	0	0	0	0	0	0	0	0	3.05E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91E-06	3.14E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.99E-06	0	0	0	0	0	0	0	0	0	6.24E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_putredinis	3.97E-05	0	0	3.37E-05	0	0	0	0	0	0	0	0	0	0	0.000101288	3.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.93E-06	0	0	2.82E-06	0	0	0	0	0	0	0	2.94E-05	0	1.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Anaerostipes.s__Anaerostipes_caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97E-06	0	1.02E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	1.83E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.92E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77E-05	0	2.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31E-05	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54E-06	0	0	0	0	0	5.30E-06	0	1.11E-05	0	0	0	6.19E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0	1.35E-06	0.000119938	0	3.07E-06	0	0	9.93E-06	0	0	0	0	0	0	0	0	0	5.54E-06	0	0	8.83E-06	0	0	0	0	0	0	0	1.02E-05	0	0	4.28E-06	0	0	8.25E-05	0	0	1.28E-05	0	0	0	0	0	0	0	0	0	0	0	1.21E-06	0	7.68E-06	0	0	0	3.18E-06	5.56E-07	2.88E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97E-06	0	0	0	1.25E-06	8.39E-06	0	1.62E-05	0	0	8.40E-06	2.56E-05	0	0	4.61E-06	0	0	1.79E-05	5.40E-06	7.42E-07	2.20E-05	1.26E-05	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011297	0	7.70E-05	0	0	0	7.58E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10E-06	0	0	0	0	0	0	0	0	0	3.00E-07	0	0	0	9.36E-07	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_nordii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81E-07	0	0	0	0	0	0	0	0	0	0	0	1.29E-06	0	0	0	0	0	3.52E-05	1.74E-06	1.52E-05	0	0	0	0	0	0	0	0	3.96E-06	0	0	0	0	0	3.05E-06	0	0	0	3.28E-05	5.31E-05	0	4.55E-05	0	0	4.66E-06	1.68E-05	0	0	5.53E-05	1.94E-05	4.16E-05	4.23E-05	1.03E-06	4.61E-06	8.10E-06	1.26E-05	1.54E-05	5.78E-06
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_plebeius	2.90E-06	0	0	3.06E-06	0	4.14E-05	3.61E-06	0	3.79E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_salyersiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.36E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.10E-07	0	0	0	0	0	0	0	0	0	1.79E-06	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_sp_2_1_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_sp_3_1_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24E-06	0	0	0	0	0	6.48E-05	0	4.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_sp_3_2_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_sp_D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16E-06	0	3.79E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_sp_D20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-07	0	3.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
